folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
1660894713,1,TB10,7400,7400,7239.13
1660904602,1,TB02,379, ,1137
1660904602,1,TB01,1000, ,3000
1660904602,1,TB03,545, ,1635
1660904602,1,TB05,2000, ,6000
1660904606,1,TB13,35000,0,17213.11
1661054714,1,TB11,3400,0,1672.13
1661339708,1,TB11,810,270,398.36
1661346207,1,TB13,17000,0,8406.59
1661358603,1,TB08,115,115,112.49
1661410002,1,TB11,3000,0,1467.39
1661410208,1,TB13,3200,0,1582.41
1661410208,1,TB07,879, ,2551.93
1661410208,1,TB04,500, ,1451.61
1661410208,1,TB03,747, ,2168.7
1661410208,1,TB02,626, ,1817.41
1661410208,1,TB01,2000, ,5806.45
1661410520,1,TB02,508, ,1474.83
1661410520,1,TB01,540, ,1567.74
1661410520,1,TB07,1488, ,4319.99
1661410520,1,TB08,4964,0,4856.08
1661410520,1,TB05,4400, ,12774.19
1661410520,1,TB13,3300,0,1614.13
1661410520,1,TR09,2600,2600,2543.47
1661410520,1,TB03,253, ,734.51
1661410520,1,TB11,4390,0,2147.28
1661410716,1,TR08,700,0,684.78
1661410716,1,TB05,2000, ,6000
1661410716,1,TB04,360, ,1080
1661410716,1,TB11,9500,0,4672.13
1661410716,1,TB07,200, ,600
1661410716,1,TB08,2350,450,2298.91
1661519816,1,TB05,700, ,2100
1661550306,1,TR08,250,0,244.56
1700004201,1,TB02,461, ,1338.38
1700004201,1,TB11,130,130,64.28
1700004201,1,TB03,391, ,1135.16
1700060504,1,TB11,9588,1348,4689.78
1700060505,1,TB11,990,270,484.23
1700209403,1,TB07,400, ,1161.29
1700209403,1,TB08,1800,0,1760.86
1700209403,1,TR07,400, ,1161.29
1700213302,1,TB07,849, ,2464.83
1700213302,1,TB03,300, ,870.96
1700213302,1,TB04,600, ,1741.93
1700250606,1,TB05,632, ,1896
1700261503,1,TB08,1480,130,1447.82
1700261503,1,TB07,399, ,1158.38
1700261503,1,TB04,390, ,1132.25
1700261503,1,TB10,840,420,821.73
1700307805,1,TB11,300,105,147.54
1700383206,1,TB15,5000,5000,2472.52
1700447906,1,TB08,200,0,195.65
1700447906,1,TB03,135, ,391.93
1700447906,1,TB02,120, ,348.38
1700518004,1,TB13,4000,4000,1956.52
1700518004,1,TB01,1000, ,2903.22
1700600403,1,TB10,99,0,96.84
1700600403,1,TB08,900,900,880.43
1700600403,1,TB05,50, ,145.16
1700600403,1,TB02,81, ,235.16
1700600403,1,TB12,1800,0,880.43
1700626901,1,TB10,16700,6100,16336.95
1700626901,1,TB01,8000, ,23225.8
1700626901,1,TB02,680, ,1974.19
1700626901,1,TB03,634, ,1840.64
1700626901,1,TB07,1940, ,5632.25
1700626901,1,TB08,1000,1000,978.26
1700633201,1,TB07,1300, ,3774.19
1700633205,1,TB13,12800,3200,6329.67
1700633205,1,TB03,1650, ,4790.32
1700633205,1,TB06,1000, ,2903.22
1700633205,1,TB07,900, ,2612.9
1700633205,1,TB08,1750,1100,1711.95
1700633205,1,TB09,1800,1800,1760.86
1700633205,1,TB11,27800,0,13747.25
1700633205,1,TB12,3000,3000,1483.51
1700674202,1,TR03,350, ,1016.12
1700674202,1,TB04,850, ,2467.74
1700674202,1,TB03,1050, ,3048.38
1700674202,1,TR08,2300,400,2249.99
1700674202,1,TB05,900, ,2612.9
1700674202,1,TB09,815,385,797.28
1700674202,1,TB13,9336,456,4616.7
1700674202,1,TR01,900, ,2612.9
1700674202,1,TB08,4860,2160,4754.34
1700688505,1,TB05,1000, ,2903.22
1700688505,1,TB02,430, ,1248.38
1700688505,1,TB03,408, ,1184.51
1700701603,1,TB07,550, ,1650
1700757903,1,TB08,1400,1400,1369.56
1700757903,1,TB09,6000,6000,5869.56
1700769802,1,TB12,350,350,172.13
1700769802,1,TB11,11000,0,5409.83
1700774002,1,TB04,23200, ,67354.83
1700774002,1,TB13,7200,3600,3521.73
1700774003,1,TB12,1780,200,870.65
1700774003,1,TB10,720,0,704.34
1700774003,1,TB08,690,230,674.99
1700774003,1,TB04,14600, ,42387.09
1700867905,1,TB10,9800,9800,9586.95
1700867905,1,TB02,486, ,1410.96
1700867905,1,TB01,600, ,1741.93
1700925703,1,TB08,200,130,195.65
1700925703,1,TB12,400,200,196.72
1700925706,1,TB02,430, ,1290
1700925706,1,TB12,1700,1700,836.06
1700925706,1,TB08,950,650,929.34
1700925706,1,TB04,1100, ,3300
1700925706,1,TB03,360, ,1080
1700973302,1,TB09,200,0,195.65
1700973302,1,TR01,1000, ,2903.22
1700973302,1,TB01,8000, ,23225.8
1700973302,1,TB08,250,250,244.56
1700973302,1,TB05,2000, ,5806.45
1700973302,1,TB04,6000, ,17419.35
1700973302,1,TB03,290, ,841.93
1700973302,1,TB02,370, ,1074.19
1700973302,1,TB10,47000,16500,45978.26
1701042206,1,TB11,4900,2500,2423.07
1701042206,1,TB09,1300,300,1271.73
1701042206,1,TB05,600, ,1741.93
1701089404,1,TB08,2100,2100,2054.34
1701128703,1,TB01,1800, ,5400
1701142804,1,TB10,1500,0,1467.39
1701142806,1,TB10,7485,1000,7322.28
1701142806,1,TB09,9160,9160,8960.86
1701142806,1,TB08,4520,3020,4421.73
1701142806,1,TB14,7000,0,3442.62
1701142806,1,TB12,6000,1500,2950.81
1701192202,1,TB08,3500,3500,3423.91
1701238601,1,TB05,3400, ,10200
1701238603,1,TB05,1200, ,3600
1701238603,1,TB03,63, ,189
1701238603,1,TB02,106, ,318
1701238603,1,TB01,4000, ,12000
1701238603,1,TB07,900, ,2700
1701244805,1,TB11,600,0,295.08
1701244805,1,TB03,91, ,273
1701244805,1,TB05,600, ,1800
1701244805,1,TB08,1150,450,1124.99
1701244805,1,TB10,330,0,322.82
1701244805,1,TB02,229, ,687
1701251403,1,TB08,1935,1935,1892.93
1701257503,1,TB08,2430,2430,2377.17
1701279002,1,TB01,3000, ,8709.67
1701332601,1,TB02,1148, ,3444
1701332601,1,TB07,810, ,2430
1701332601,1,TB13,7000,0,3442.62
1701332601,1,TB09,460,0,449.99
1701332601,1,TB04,3850, ,11550
1701332601,1,TB03,1146, ,3438
1701332601,1,TB05,1500, ,4500
1701332603,1,TB01,4000, ,12000
1701332603,1,TB02,511, ,1533
1701332603,1,TB03,290, ,870
1701332603,1,TB04,1900, ,5700
1701332603,1,TB05,600, ,1800
1701332603,1,TB07,830, ,2490
1701332603,1,TB08,378,378,369.78
1701332603,1,TB11,890,890,437.7
1701332603,1,TB12,3500,0,1721.31
1701332603,1,TB13,700,700,344.26
1701332606,1,TB05,1300, ,3900
1701332606,1,TB07,750, ,2250
1701332606,1,TB13,2300,2300,1131.14
1701496602,1,TB07,300, ,900
1701496602,1,TB12,9000,0,4426.22
1701496604,1,TB02,25, ,75
1701496604,1,TB03,65, ,195
1701496605,1,TB07,900, ,2700
1701496605,1,TB03,384, ,1152
1701496605,1,TB02,234, ,702
1701539405,1,TB03,140, ,406.45
1701555902,1,TB03,1294, ,3756.77
1701555902,1,TB01,129, ,374.51
1701555902,1,TB02,916, ,2659.35
1701561301,1,TB01,2000, ,5806.45
1701561301,1,TB02,158, ,458.7
1701561301,1,TB11,3000,0,1467.39
1701561301,1,TB03,260, ,754.83
1701561301,1,TB09,8600,8600,8413.04
1701561302,1,TB01,700, ,2032.25
1701561302,1,TB02,1190, ,3454.83
1701653604,1,TB01,1000, ,3000
1701661802,1,TB05,1800, ,5400
1701661802,1,TB08,1690,0,1653.26
1701661802,1,TB04,1600, ,4800
1701661802,1,TB03,800, ,2400
1701661802,1,TB02,1213, ,3639
1701661802,1,TB01,5000, ,15000
1701661803,1,TB08,2080,0,2034.78
1701661803,1,TB01,3200, ,9600
1701677005,1,TB08,300,0,293.47
1701677005,1,TB03,650, ,1887.09
1701690304,1,TR12,5000,0,2445.65
1701690304,1,TB12,5000,0,2445.65
1701690304,1,TB11,400,0,195.65
1701695003,1,TB07,580, ,1683.87
1701695003,1,TB08,3150,0,3081.52
1701695003,1,TB12,780,0,381.52
1701695003,1,TB13,1500,0,733.69
1701695003,1,TB04,2500, ,7258.06
1701695003,1,TB11,730,0,357.06
1701701205,1,TB05,2800, ,8129.03
1701734524,1,TB04,500, ,1451.61
1701734524,1,TB06,480, ,1393.54
1701734524,1,TB08,699,699,683.8
1701734524,1,TB02,1087, ,3155.8
1701734524,1,TB12,1950,750,953.8
1701734524,1,TB03,696, ,2020.64
1701748601,1,TB12,1500,1500,737.7
1701748601,1,TB03,155, ,465
1701748601,1,TB02,124, ,372
1701748601,1,TB01,1300, ,3900
1701748601,1,TB11,690,690,339.34
1701748601,1,TB08,319,319,312.06
1701812801,1,TB02,80, ,240
1701812801,1,TB03,137, ,411
1701816405,1,TB13,2700,0,1320.65
1701816405,1,TB11,12000,0,5869.56
1701848301,1,TB02,300, ,870.96
1701848301,1,TB03,170, ,493.54
1701848301,1,TR08,1000,0,978.26
1701848306,1,TB09,10000,0,9782.6
1701849201,1,TB07,1220, ,3541.93
1701851006,1,TB12,7000,0,3423.91
1701892202,1,TB11,547,547,270.49
1701892202,1,TB03,792, ,2299.35
1701892202,1,TB05,474, ,1376.12
1701892202,1,TB10,1830,0,1790.21
1701892202,1,TB01,5000, ,14516.12
1701892202,1,TB02,777, ,2255.8
1701892205,1,TB03,2028, ,5887.74
1701892205,1,TB02,2369, ,6877.74
1701892205,1,TB01,6250, ,18145.16
1701892205,1,TB05,400, ,1161.29
1701892205,1,TB08,3014,1000,2948.47
1701892205,1,TB09,48,48,46.95
1701892205,1,TB10,396,0,387.39
1701892205,1,TR01,800, ,2322.58
1701892205,1,TB11,4150,1800,2052.19
1701892205,1,TB12,950,0,469.78
1701892205,1,TB15,23000,0,11373.62
1701914706,1,TR12,33000,3000,16229.5
1701914706,1,TB09,320,0,313.04
1701914706,1,TB08,7000,0,6847.82
1701914706,1,TB02,475, ,1425
1701914706,1,TB03,335, ,1005
1701914706,1,TB01,2500, ,7500
1701915502,1,TB02,183, ,531.29
1701971407,1,TB01,4000, ,11612.9
1701971407,1,TB02,633, ,1837.74
1701971407,1,TB08,185,185,180.97
1701971415,1,TB02,83, ,240.96
1701971415,1,TB03,29, ,84.19
1701971415,1,TB08,2330,2330,2279.34
1702039801,1,TB01,3500, ,10500
1702039801,1,TB02,368, ,1104
1702039801,1,TB03,957, ,2871
1702039801,1,TB08,3050,0,2983.69
1702040401,1,TB12,1200,1200,586.95
1702040401,1,TB08,2150,1500,2103.26
1702040401,1,TB05,600, ,1741.93
1702040403,1,TB13,464,232,226.95
1702040403,1,TB08,1900,1900,1858.69
1702040403,1,TB05,1000, ,2903.22
1702040406,1,TB14,2220,370,1085.86
1702040406,1,TB05,380, ,1103.22
1702040406,1,TB03,836, ,2427.09
1702040406,1,TB02,483, ,1402.25
1702040406,1,TB10,1260,1260,1232.6
1702040406,1,TB08,5740,1290,5615.21
1702040406,1,TB07,1100, ,3193.54
1702050303,1,TB05,4000, ,11612.9
1702050306,1,TB02,123, ,357.09
1702050306,1,TB04,750, ,2177.41
1702050306,1,TB05,500, ,1451.61
1702050306,1,TB07,550, ,1596.77
1702050306,1,TB08,1100,0,1076.08
1702050306,1,TB11,2500,0,1222.82
1702050306,1,TB12,8600,1550,4206.52
1702050306,1,TB14,19200,13200,9391.3
1702087203,1,TB08,1000,1000,978.26
1702184401,1,TB05,3000, ,8709.67
1702226004,1,TB02,202, ,586.45
1702226004,1,TB03,300, ,870.96
1702339517,1,TB01,335, ,972.58
1702339517,1,TB02,400, ,1161.29
1702339517,1,TB03,443, ,1286.12
1702384904,1,TB02,25, ,72.58
1702387301,1,TB02,1200, ,3483.87
1702387301,1,TB03,2609, ,7574.51
1702387301,1,TB10,8250,8250,8070.65
1702387301,1,TB12,1580,1580,772.82
1702387301,1,TB13,5600,1600,2739.13
1702387301,1,TB08,7100,7100,6945.65
1702463509,1,TB05,1500, ,4354.83
1702463602,1,TB11,6000,0,2950.81
1702463602,1,TB12,4500,0,2213.11
1702463602,1,TB08,350,0,342.39
1702463610,1,TB08,3480,800,3404.34
1702463610,1,TB11,6000,0,2950.81
1702463614,1,TB13,3600,3600,1770.49
1702467302,1,TB12,3750,625,1834.23
1702467302,1,TB01,587, ,1704.19
1702527523,1,TB03,641, ,1860.96
1702527523,1,TB02,771, ,2238.38
1702527702,1,TB03,2111, ,6333
1702527702,1,TB02,2061, ,6183
1702527710,1,TB08,3900,3900,3815.21
1702527710,1,TB13,970,0,477.04
1702527722,1,TB07,288, ,864
1702544422,1,TB03,340, ,987.09
1702544422,1,TB12,27000,0,13206.52
1702662805,1,TB08,350,350,342.39
1702699402,1,TB13,2000,0,978.26
1702731502,1,TB13,3000,0,1467.39
1702731504,1,TB10,186,186,181.95
1702731506,1,TB03,553, ,1605.48
1702731506,1,TB02,240, ,696.77
1702799307,1,TB08,1600,0,1565.21
1702799307,1,TB04,2100, ,6096.77
1702947601,1,TB02,310, ,930
1702947605,1,TB11,1300,0,639.34
1702947617,1,TB11,14471,0,7116.88
1702966704,1,TB11,2600,2600,1278.68
1703067204,1,TB08,1250,1250,1222.82
1703067216,1,TB08,900,0,880.43
1703136505,1,TB01,2000, ,5806.45
1703313612,1,TB03,260, ,780
1703313612,1,TB02,500, ,1500
1703313616,1,TB05,500, ,1500
1703313706,1,TB12,18000,800,8852.45
1703313706,1,TB08,3675,3675,3595.1
1703313718,1,TB11,1100,92,540.98
1703325510,1,TB08,1700,0,1663.04
1703325510,1,TB01,800, ,2322.58
1703325510,1,TR01,800, ,2322.58
1703325514,1,TB09,3000,0,2934.78
1703334308,1,TB01,7000, ,20322.58
1703334308,1,TB02,947, ,2749.35
1703334308,1,TB03,314, ,911.61
1703334308,1,TB13,1000,1000,489.13
1703334308,1,TB08,2900,200,2836.95
1703334308,1,TB10,1050,500,1027.17
1703334308,1,TB05,1800, ,5225.8
1703334919,1,TB08,3800,3800,3717.39
1703334919,1,TB03,34, ,98.7
1703334919,1,TB01,1000, ,2903.22
1703334919,1,TB02,101, ,293.22
1703365802,1,TB01,2700, ,8100
1703365802,1,TB13,1800,0,885.24
1703365802,1,TB03,456, ,1368
1703365802,1,TB02,384, ,1152
1703479303,1,TB01,5000, ,14516.12
1703479303,1,TR01,1000, ,2903.22
1703479303,1,TR02,1200, ,3483.87
1703479303,1,TB02,1517, ,4404.19
1703479303,1,TB04,139, ,403.54
1703479303,1,TB10,1500,1500,1467.39
1703479303,1,TB13,1500,0,733.69
1703479303,1,TB14,61500,10000,30081.52
1703517301,1,TB12,1300,1300,635.86
1703517301,1,TB11,600,600,293.47
1760006316,1,TB11,1200,0,586.95
1760006316,1,TB08,3420,1600,3345.65
1760010203,1,TB02,151, ,438.38
1760010203,1,TB11,9093,0,4496.53
1760010203,1,TB07,239, ,693.87
1760010203,1,TB03,172, ,499.35
1760010518,1,TB02,2791, ,8102.9
1760010518,1,TB11,5000,5000,2445.65
1760010518,1,TB03,1276, ,3704.51
1760010518,1,TB08,2540,2540,2484.78
1760010518,1,TB09,680,680,665.21
1760010619,1,TB14,4800,800,2360.65
1760028520,1,TB08,1216,0,1189.56
1760041416,1,TB08,3000,1500,2934.78
1760041606,1,TB08,3800,2250,3717.39
1760041606,1,TB11,4000,4000,1967.21
1760047519,1,TB03,852, ,2473.54
1760047519,1,TB12,1440,100,704.34
1760047519,1,TB08,820,450,802.17
1760047519,1,TB10,163,163,159.45
1760050312,1,TB12,11000,850,5380.43
1760050907,1,TB08,1000,300,978.26
1760050907,1,TB09,100,100,97.82
1760050907,1,TB14,1500,500,733.69
1760050915,1,TB08,500,200,489.13
1760050915,1,TB04,250, ,725.8
1760050915,1,TB12,300,150,146.73
1760050923,1,TB12,230,100,112.49
1760052422,1,TB04,6700, ,19451.61
1760052422,1,TB08,800,800,782.6
1760052422,1,TB05,4000, ,11612.9
1760052817,1,TB12,7000,400,3442.62
1760081514,1,TB10,170,170,166.3
1760081514,1,TB09,5600,0,5478.26
1760081514,1,TB12,11900,0,5820.65
1760081515,1,TB11,1200,0,586.95
1760081710,1,TB10,2380,0,2328.26
1760099920,1,TB11,1700,1700,831.52
1760099920,1,TB08,3345,2895,3272.28
1760105723,1,TB14,900,900,442.62
1760105723,1,TB11,360,360,177.04
1760105723,1,TB08,740,740,723.91
1760105723,1,TB13,8000,700,3934.42
1760117420,1,TB08,490,0,479.34
1760117420,1,TB03,20, ,58.06
1760117420,1,TB02,770, ,2235.48
1760117815,1,TB13,8000,4000,3934.42
1760145703,1,TB11,460,230,226.22
1760145703,1,TB08,200,200,195.65
1760166024,1,TB10,3200,0,3130.43
1760195415,1,TB09,460,60,449.99
1760241607,1,TB03,431, ,1293
1760241607,1,TB10,158,0,154.56
1760241607,1,TB09,290,0,283.69
1760241607,1,TB02,395, ,1185
1760246904,1,TB05,1656, ,4807.74
1760247513,1,TB05,666, ,1933.54
1760247514,1,TB07,389, ,1129.35
1760247514,1,TB05,833, ,2418.38
1760247515,1,TB12,391,391,191.24
1760277615,1,TB12,1200,0,590.16
1760277701,1,TB11,4000,1000,1967.21
1760402306,1,TB07,200, ,580.64
1760402719,1,TB02,636, ,1908
1760402719,1,TB03,298, ,894
1760402719,1,TB01,2000, ,6000
1760402719,1,TB09,1010,810,988.04
1760432004,1,TB02,437, ,1268.7
1760432004,1,TB03,257, ,746.12
1760432006,1,TB03,96, ,278.7
1760432006,1,TB08,30,10,29.34
1760432006,1,TB01,390, ,1132.25
1760432006,1,TB02,64, ,185.8
1800024804,1,TB08,400,400,391.3
1800039903,1,TB08,2300,2300,2249.99
1800039903,1,TR08,1200,1200,1173.91
1800039903,1,TB12,23000,0,11249.99
1800039903,1,TB09,1160,800,1134.78
1800044501,1,TB11,1800,0,880.43
1800044501,1,TB04,475, ,1379.03
1800044501,1,TB08,1440,0,1408.69
1800044505,1,TB12,4000,0,1956.52
1800044506,1,TB08,800,0,782.6
1800057603,1,TB11,5500,0,2704.91
1800057603,1,TB08,1100,0,1076.08
1800057603,1,TB09,250,0,244.56
1800094701,1,TB08,200,200,195.65
1800094703,1,TB08,400,400,391.3
1800094703,1,TB05,1500, ,4500
1800094703,1,TB02,1372, ,4116
1800094703,1,TB09,1100,1100,1076.08
1800094703,1,TB11,40000,0,19672.13
1800094703,1,TB03,967, ,2901
1800094705,1,TB10,12100,12100,11836.95
1800094706,1,TB10,33730,0,32996.73
1800098506,1,TB08,658,658,643.69
1800113601,1,TB12,2000,0,983.6
1800113602,1,TB12,18800,18800,9245.9
1800113602,1,TB08,16480,13080,16121.73
1800113604,1,TB07,575, ,1725
1800116801,1,TB08,3600,1000,3521.73
1800116801,1,TB09,10900,0,10663.04
1800119401,1,TR05,5000, ,14516.12
1800119401,1,TB05,3000, ,8709.67
1800119403,1,TB08,850,850,831.52
1800119404,1,TB03,170, ,493.54
1800119404,1,TR05,12500, ,36290.32
1800119406,1,TR12,2600,0,1271.73
1800122303,1,TB05,4500, ,13064.51
1800122305,1,TB11,9000,0,4402.17
1800122305,1,TB08,5520,0,5399.99
1800125401,1,TB05,1000, ,2903.22
1800128003,1,TB01,4000, ,11612.9
1800128004,1,TB13,380000,0,185869.56
1800128006,1,TB12,5000,0,2445.65
1800128006,1,TB03,1000, ,2903.22
1800143202,1,TB12,360,360,178.02
1800143202,1,TB05,12500, ,36290.32
1800149704,1,TB08,1168,0,1142.6
1800159506,2,TR08,100,100,97.82
1800159506,2,TB08,850,0,831.52
1800186601,1,TB12,12600,0,6196.72
1800195803,1,TB08,3180,3180,3110.86
1800196403,1,TB08,700,0,684.78
1800214903,1,TB13,34000,0,16630.43
1800214906,1,TB08,600,600,586.95
1800214906,1,TB02,689, ,2000.32
1800214906,1,TR08,300,300,293.47
1800222902,1,TB08,1700,700,1663.04
1800222902,1,TB07,785, ,2279.03
1800240201,1,TB08,2780,0,2719.56
1800240201,1,TB05,6299, ,18287.41
1800248705,1,TB08,1350,1350,1320.65
1800257505,1,TB09,349,0,341.41
1800257505,1,TB08,199,0,194.67
1800267605,1,TB04,180, ,540
1800272304,1,TB08,2900,1700,2836.95
1800272305,1,TB09,1700,0,1663.04
1800272305,1,TB11,400,0,195.65
1800272305,1,TB12,2800,0,1369.56
1800272306,1,TB03,969, ,2813.22
1800286802,1,TB08,1000,0,978.26
1800286802,1,TB11,1150,0,565.57
1800291402,1,TB11,3700,0,1809.78
1800291402,1,TB08,1200,0,1173.91
1800291404,1,TB08,600,0,586.95
1800292905,1,TB08,2750,2750,2690.21
1800298305,1,TR08,200,0,195.65
1800299005,1,TB03,305, ,885.48
1800299005,1,TB02,193, ,560.32
1800303201,1,TB11,13000,0,6428.57
1800303203,1,TB08,700,0,684.78
1800324702,1,TB05,6000, ,18000
1800324703,1,TB08,1900,900,1858.69
1800324704,1,TB08,700,700,684.78
1800324705,1,TB11,1300,0,639.34
1800354502,1,TB04,264, ,766.45
1800354504,1,TB13,2500,0,1222.82
1800354504,1,TB11,900,0,440.21
1800354506,1,TB12,10500,750,5135.86
1800411204,1,TB08,2095,695,2049.45
1800411205,1,TB11,9500,0,4697.8
1800411205,1,TB09,3000,0,2934.78
1800435704,1,TB08,1580,1100,1545.65
1800442505,1,TB08,6500,1400,6358.69
1800451501,1,TB05,240, ,696.77
1800451503,1,TB01,1000, ,2903.22
1800451503,1,TB04,300, ,870.96
1800451503,1,TB12,300,0,146.73
1800451503,1,TB13,7000,0,3423.91
1800454602,1,TB08,2893,1893,2830.1
1800454602,1,TB11,3000,0,1475.4
1800454602,1,TB05,500, ,1500
1800454602,1,TB03,368, ,1104
1800454602,1,TB02,1122, ,3366
1800454602,1,TB01,1500, ,4500
1800454602,1,TB10,5488,2498,5368.69
1800454605,1,TB01,10000, ,30000
1800454605,1,TB02,589, ,1767
1800454605,1,TB03,1075, ,3225
1800454605,1,TB05,2300, ,6900
1800454605,1,TB10,3000,1500,2934.78
1800454605,1,TB11,1250,0,614.75
1800454605,1,TB12,15500,0,7622.95
1800460604,1,TB11,14000,14000,6885.24
1800483401,1,TB12,18000,1000,8804.34
1800499001,1,TB06,1100, ,3193.54
1800499001,1,TB13,2600,0,1271.73
1800499001,1,TB11,800,0,391.3
1800499001,1,TB10,1080,1080,1056.52
1800499001,1,TB01,800, ,2322.58
1800499002,1,TB11,650,0,317.93
1800499003,1,TB01,900, ,2612.9
1800499006,1,TB05,4000, ,11612.9
1800499006,1,TB08,1380,380,1349.99
1800524403,1,TB02,55, ,159.67
1800524404,1,TB11,9000,0,4402.17
1800524405,1,TB08,1200,0,1173.91
1800535502,1,TB11,2400,0,1173.91
1800535504,1,TB13,32000,1600,15652.17
1800543604,1,TB11,1750,0,860.65
1800543604,1,TB02,210, ,630
1800543604,1,TB05,1200, ,3600
1800543604,1,TB10,500,0,489.13
1800543604,1,TB07,710, ,2130
1800543604,1,TR08,99,99,96.84
1800543604,1,TB01,3250, ,9750
1800543605,1,TB13,5300,0,2606.55
1800543605,1,TB08,4400,0,4304.34
1800555806,1,TB11,4000,200,1967.21
1800555806,1,TB03,405, ,1215
1800555806,1,TB02,400, ,1200
1800555806,1,TB01,3000, ,9000
1800559403,1,TB14,12300,0,6016.3
1800559403,1,TB12,16000,16000,7826.08
1800559403,1,TB01,2400, ,6967.74
1800559405,1,TB01,2000, ,5806.45
1800559405,1,TB11,2000,2000,978.26
1800559405,1,TB05,500, ,1451.61
1800559405,1,TB03,779, ,2261.61
1800559405,1,TB02,500, ,1451.61
1800567903,1,TB12,1800,0,880.43
1800567903,1,TB08,8320,0,8139.13
1800567903,1,TB11,1800,0,880.43
1800567905,1,TB08,735,735,719.02
1800572303,1,TB12,10000,284,4891.3
1800572304,1,TB12,11000,1000,5380.43
1800572306,1,TB08,6089,2825,5956.63
1800572306,1,TB05,6000, ,17419.35
1800572306,1,TB12,14000,0,6847.82
1800572306,1,TB11,500,0,244.56
1800593003,1,TB08,700,0,684.78
1800593004,1,TB08,1800,0,1760.86
1800599206,1,TB12,4500,1400,2225.27
1800677602,1,TB08,1300,0,1271.73
1800677603,1,TB07,200, ,600
1800677603,1,TB10,850,850,831.52
1800687404,1,TB13,4800,0,2347.82
1800687404,1,TB08,17300,0,16923.91
1800687404,1,TB14,13000,0,6358.69
1800687405,1,TB08,1640,0,1604.34
1800691903,1,TB11,2100,2100,1027.17
1800692303,1,TB08,2345,0,2294.02
1800692304,1,TB13,42000,0,20543.47
1800694302,1,TR08,1800,1800,1760.86
1800694302,1,TB13,3300,3300,1614.13
1800694302,1,TB12,4000,2000,1956.52
1800694302,1,TB03,1436, ,4169.03
1800694302,1,TB02,712, ,2067.09
1800694302,1,TB01,1500, ,4354.83
1800694303,1,TB05,250, ,725.8
1800694304,1,TB01,1000, ,2903.22
1800694304,1,TB02,60, ,174.19
1800694304,1,TB03,518, ,1503.87
1800694304,1,TR02,500, ,1451.61
1800694304,1,TB11,6000,6000,2934.78
1800694304,1,TB10,94,94,91.95
1800694304,1,TB05,899, ,2609.99
1800694304,1,TB08,2650,2650,2592.39
1800694304,1,TB09,44,44,43.04
1800694305,1,TB05,200, ,580.64
1800714503,1,TB08,3460,3460,3384.78
1800725603,1,TB01,500, ,1500
1800725605,1,TB08,499,0,488.15
1800733003,1,TB02,525, ,1524.19
1800733003,1,TB03,535, ,1553.22
1800733003,1,TB08,480,0,469.56
1800757403,1,TB08,1225,1225,1198.36
1800763902,1,TB08,700,160,684.78
1800776004,1,TB12,6700,1800,3277.17
1800778204,1,TB08,1899,599,1857.71
1800778204,1,TB09,600,0,586.95
1800781703,1,TB08,800,800,782.6
1800781704,1,TB08,3200,3200,3130.43
1800781706,1,TB03,1200, ,3600
1800781706,1,TB05,6500, ,19500
1800781706,1,TB12,700,700,344.26
1800814603,1,TB12,450,450,221.31
1800814603,1,TB08,1350,450,1320.65
1800816801,1,TB08,920,0,899.99
1800816802,1,TB11,7300,0,3590.16
1800823404,1,TB01,1300, ,3774.19
